reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOF0w1_y50xTgTWC--U-ExerhF66rxKDQuNURXYXZAJrXxA9-Qhowlron_i0mnkBSgLkhui6i3WzpAUhcw,Jon Johnson,https://play-lh.googleusercontent.com/-YWo86Uwr8-Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck0TSSvz_UBAMFINYu3iHIOd14APg/photo.jpg,"Useful app, but it just beeped/popped up a notification advertising some new features. I consider that spam, that's why you're getting the 2 stars.",2,0,4.17.0.2,02/09/2020 14:12,,,most_relevant,com.anydo
gp:AOqpTOEpcX303bJz5xihmdknNPG_8hZ5Jc2MrnenpT8eDbWQSOd6S_qlZJi8Ru6Om9X3mPrLd_HJ66oaWBvxxw,Patty Perrin,https://play-lh.googleusercontent.com/a-/AOh14Gj2QqMQl6frnTnNU8rfGGOAAxaPAMVqunSsq0HzVw,"Stupid popup reminding me to add reminders or do something covers my keypad and stays for a long time with no way to close it. I can't keep checked off items. It reminds me multiple times, every couple of seconds, to clear off the checked items, again blocking me. I can't move items between lists and if there is a way, it isn't easy enough for me to figure out. Cumbersome.",2,7,4.10.5.2,26/10/2018 12:06,"These are strange issues! We highly recommend you submit a bug report in your app via Settings - Support, so we can help you get to the bottom of this issue.",06/11/2018 16:26,most_relevant,com.anydo
gp:AOqpTOHP70xpSL_0whMfj_upWnZlUWMAHOR1GeVqDKwthYWNnobTQeqDtqn-pdx6AbrZIk7d4Bo5a30FtDRu9g,CD Spiva,https://play-lh.googleusercontent.com/a-/AOh14Gj_J6K9FjplBHSN4C2u3as63OJ5deVcUSQMt0f54g,"I tried it years ago and never really got it going. Then I switched to Wunderlist and became an organized machine! Now Wunderlist is being retired, so I thought I'd try again, guessing it would be much better by now and that my ability to use it to my advantage would be vastly improved. Nope. No ability for folders or some other way to group lists together so I don't have to flip through all my lists to find the one I want. Not even a list view to make them easier to find.",2,0,3.4.15.1,03/01/2020 01:40,,,most_relevant,com.anydo
gp:AOqpTOHm28RCBrKmdp8Fpiz7FHkDm4gU5D3nh9-YDHz_TJ-zR7AVrraCeN0orh9jCQ9W3DhRya1qaFv3JxE5rQ,Ying Yu,https://play-lh.googleusercontent.com/a-/AOh14GiJux2gt_s292GceHJQcZpr8OKSn4S_d5estoPAg38,"The latest update is terrible. I always organized everything by date of the reminder, which is usually set on the day that it's due, but now I can't even see the due date of each task. I have to click on each task for the the date to appear. In addition, I usually organize each task by tags, the date, recurring if needed, and other details. There's no easy way to adjust all these details anymore. You have to click on each separate icon to fix these to what you want. I use the app begrudgingly.",2,13,4.12.0.5,18/01/2019 03:26,"There are still indicators for each task in our latest view. If you can't see them, please send us a screenshot and your account details to customers@any.do so we can look into this for you.",30/01/2019 14:59,most_relevant,com.anydo
gp:AOqpTOFbzv_zbawDRiHLwnvWDD8pJYBZWRyxVvzb1_0n2V7sJSinglW9p8VjrO92lVRcoY00BLQWH9TkWwOBfw,Maira Montessa,https://play-lh.googleusercontent.com/-jc98Gl08xQY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclmZIMZhnMbyRClcNbqLFpHOIqUGQ/photo.jpg,"Only rated 2 stars because of the ability to sync with the calendar apps on the phone and the ability to cross out any tasks once finished. However, the app is fairly simple with tasks laid out like a shopping or to do list with the inability to edit the timings of tasks. I had set an appointment for 1:30 but the app had automatically set it for 10:00 am and not allowing me to edit it. Also, it would have been nice for the tasks to be laid out in calendar format with color-coding options.",2,1,,21/10/2019 19:32,"Hi Maira, please note you are able to edit your tasks, and your reminder times, by simply tapping on your tasks, furthermore, using our Color Tags, you will be able to color code all your tasks, you can learn more here: https://support.any.do/color-tags/",23/10/2019 07:20,most_relevant,com.anydo
gp:AOqpTOHOliofa2aVhMIJhgeWp6rfbCws2WpdbnnW6vqRVPgj-TD78U50bEdSBtHWFyATMNYrzaOkVVKAEAIixQ,Melissa Skurich,https://play-lh.googleusercontent.com/-pZ28-0-yu0Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmzs14rbTlQC6Dd6yraUx593b_flA/photo.jpg,"I like it at lot, but it seems like recently, this v thing is taking out my battery, hogging memory, and using data more than chrome which I use constantly. Until someone can help me figure this out, or if this high usage of phone resources is normal, I can't rate it any higher. I might even have to remove it and search for an alternative.",2,0,4.17.0.2,11/07/2020 00:56,"Any.do is a minimalist task manager, which reflects in our design and functionality, and uses minimal device storage, as many other standard apps in this field. If you are experiencing any issue, we will be happy to assist, should you contact us at https://www.any.do/contact_form",13/07/2020 06:24,most_relevant,com.anydo
gp:AOqpTOFmp3WkoW8pbaQMF_U58f59JOZ55-tWBAzVyNJX0NmWfMSDDNsDkA72ZHNlS8F0SD57CMpWHLngTleP5w,Frank Bria,https://play-lh.googleusercontent.com/a-/AOh14GhiSithv36Lkdy1bcJE0NkeKrJDzLcyj1EZlKNVFQ,"It's a mess. I add new tasks and tag them. But they will randomly disappear, reappear. And the tags will disappear. Editing and adding them back in doesn't help because once a tag disappears you can't add it back in again. Disappearing tasks is the worst because there's no warning. They're just gone. They're not listed as complete, they just disappear. Sometimes they'll come back but sometimes I have to re-enter them...assuming I remember. I pay for this app, so the fact that the basic functionality of keeping my list intact is random and spotty is unacceptable. It may have something to do with syncing... no idea. But either way, I'm going to use another app because I just don't trust it anymore. These errors seem to be recent, like in the last 3 months.",2,1,4.10.7.3,03/12/2018 14:26,This sounds very odd! We highly recommend you submit a bug report in your app via Settings - Support so we can look into this issue for you.,04/12/2018 13:54,most_relevant,com.anydo
gp:AOqpTOF92Y_v60W0Pxs4BdmuLD2cNX2sUVtMRMTM4MPyI3fwJs3zLvEyccmuyb4rPZS5-Ssr5GO2RxgafVAnqA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Brilliant app for older versions of Android. This app have helped me keep track of my tasks at work and personal very effectively for years. It is very easy to use. I have upgraded to Android Oreo, and reminder pop up stopped for my tasks. Contacted support, but they couldn't figure out how to fix. I appreciate they tried their best. I've migrated to Splendo as a stop gap arrangement till I find a better app as good as any.do. 2 * given, as this app is working just as a notepad to me to list tasks, but I don't get any form of reminders.",2,1,,23/11/2018 19:49,,,most_relevant,com.anydo
gp:AOqpTOGsHLWL918pnyufiesOmB8gN-H3O5iwFIsqT1-WDFxPp-sbNz_91cyLP2OV-gzRng3U56TQTk2dv9PBqw,Suzanne Broadhurst,https://play-lh.googleusercontent.com/a-/AOh14GioJuAIXN31lOppHBGHj3e6J5p-b0kuIAROIHXJBQ,"Sorry, not Impressed I'm sorry to leave a poor review, but I thought it best to let the developers and others know I had so many challenges with it I wouldn't know where to begin. :( UPDATE: Although I initially gave the app a one star, I upgraded to two because their response was kind and professional. They asked for details of the challenges I had with the app and were genuinely pleasant to correspond with. So if you have a complaint, share kindly because they really do care. :)",2,1,,08/05/2019 15:01,"We are sorry you feel this way! We love users feedback and would greatly appreciate if you could send us a detailed review to Customers@any.do so we can learn and improve in the future :)
Thank you for your kind word, and we appreciate that you updated your review.",12/05/2019 06:59,most_relevant,com.anydo
gp:AOqpTOFtBRHyINNRg1NtocOdqF1rz-bliCPIQq3XSri6u3Qqt0M-wrkUtiBTRaQDnbpWkMejprVM7Hoxa-Szxw,Carla Sobotta Pollock,https://play-lh.googleusercontent.com/a-/AOh14GhZgq_uqelVtc7FZWJWUXgJUOVKCU7ay9GMBJeK-Q,"Must register with email, Google or FB -- displaying your email address -- just to get onto app. Smack dab near beginning of setup process (full page, per each setting), a full page ad to buy premium version appears. Getting into app? -- Stayed just a min, with the boxed, staring at the boxed, text notification that we have seven (7) days to try app for free. Already concerned about/not liking having to register online to use, stopped setup process, at that page. Uninstalling right now.",2,1,4.10.7.3,04/12/2018 13:43,"We provide 95% of our app at no cost, including all core features. We never require users to upgrade. You can use Any.do for free as long as you like. Also, we ask users to make an account because our app syncs cross-platforms. To provide flawless sync, tasks are saved on our servers, which makes them available 24/7 anywhere you log in from! :)",05/12/2018 16:36,most_relevant,com.anydo
gp:AOqpTOGI2mGzYeHiHW_oy2Myv0diIl6GsNiT1rDAFWJV_94OIJ43bw3z67cH3bMgjS82SUMpWOfRWtjL1dx04Q,know one,https://play-lh.googleusercontent.com/-tTDXTc-jJPE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclkzHUKXJgiwek4kPoT-jOQCUzXNQ/photo.jpg,"Once the app reinstalled itself and I lost everything. I still have no idea why it did this. Also, it often doesn't open when I first tap the icon. If I tap it multiple times it eventually opens within a particular task. I found it frustrating and I've now uninstalled it. It would be a great app if some of these bugs could be resolved.",2,0,,04/07/2019 22:11,This sounds very odd but we apologize for any inconvenience! Please submit a bug report by emailing customers@any.do so we can get to the bottom of this for you.,09/07/2019 10:37,most_relevant,com.anydo
gp:AOqpTOH6rQJ6DdnpgdypBxw7W2VCJf9Ok0AdSX0WZXmz_Vh7HR4Iz28VfCwYyCm277EIHg47TRxp60esoHAAEw,Sans Noma,https://play-lh.googleusercontent.com/-NS-dP9FT-R8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn3XG_erTyJ45D5shnkcnZu0_3uYw/photo.jpg,"Was interested in trying out the premium features until I saw that they're a subscription, and a ridiculously priced one at that. Unfortunately the simple functionality of note taking, which used to be handled very well by many apps seems to be harder to come by. Haven't found an app yet that will integrate with Google assistant in any useful way.",2,2,,03/11/2019 03:16,"Any.do is a free app. We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. You can use Any.do for free for as long as you like.
Furthermore, we are working on Google Assistant, and we should have an update supporting this feature by the end of this year!",03/11/2019 09:33,most_relevant,com.anydo
gp:AOqpTOHtb5LSkiQDrz17x9Vi32kroJ-lQdY0GfMGpOngmGMMm3YDUQ-4lRd-RipxMuIm7UuEKdkinulD-08llw,ajdash1230,https://play-lh.googleusercontent.com/a-/AOh14GjJwwDtJ_ce-eWUSeu0ApLMKj2EmcvD1wvAmjs7GQ,"At first I thought 'wow this can do everything! It's exactly what I need.' When I downloaded it and got to test it out, I noticed the features I needed the most were on premium. I'm fine with that, but only if premium was a one time payment. Not monthly payments for a membership. Monthly payments are for bills, taxes, video subscriptions, vpns, maybe even online storage subscriptions, but most definitely not calendars or to do lists. Those should stay as free or a small one time payment.",2,0,,12/12/2018 15:55,"Any.do is not only a product but also a service. We are continuously adding new features, keeping your information synced and safe 24/7, and providing Priority Support for any need you may have. Since Any.do is offering much more than a standard product, we have decided a subscription is the best pricing for it, like similar apps on the market :)",18/12/2018 13:53,most_relevant,com.anydo
gp:AOqpTOEcUW8nIaBDoc0MhVBIQG3cSK7gI5jC4T6Oaiw6rzH8dl3nMKVzvDr9LPqJafrRDapc9NDB7eCWK6ZtgA,Rey Gross,https://play-lh.googleusercontent.com/a-/AOh14GhHsLavKro6zKO6mZHR2hmifXRlTfzEFdCRHZ_R_lE,"***UPDATE 5/29/19 - I decided to go ahead & do the trial so I could see how the location reminder works. So far I've tried about 3 different locations & none of them have updated. One of them was even my home. This was about 30 mins ago! I've been waiting for the app to work with Google Assistant. It's been saying""coming soon"" for quite some time. When this happens I may consider doing the premium. Until then the 7 day trial is pointless to see how the service completely works. Maybe one day...ðŸ˜¥",2,13,4.15.3.4,29/05/2019 23:31,"This is very odd! We highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",02/06/2019 08:01,most_relevant,com.anydo
gp:AOqpTOGT5xfyPO4S9DKFtKsJXWanBSPuuBechzY_MFnzm_3WqM4d9eNoEzlYLwIRBGvH8RoOL20nQienMznLcw,CLAYTONIUS Considerate,https://play-lh.googleusercontent.com/a-/AOh14Gj5NLhz5EaIUyyOeII-m-0PY-ClNoTP3uHTyoHd,"This is a good app with somewhat helpful widgets. The widget calendar should include tasks on individual days. Events and their notification settings are lacking. If I want to be notified 2 weeks in advance, I simply can't.. In Google Calender, I can set it 4 weeks in advance. With this app I have to set the event date 1 week before it happens and set the notification to 1 week in advance in order to get 2 week notice. These restrictions are a dealbreaker.",2,214,4.10.3.4,01/10/2018 05:18,,,most_relevant,com.anydo
gp:AOqpTOHHxJWukRPyiOBTrAtl_Yb56336GVJskkeabr77Iy1RjYFV83fDOXPEvR_kGLdWq6mt6m8rhKHFSKAOyQ,Abhishek Kumar,https://play-lh.googleusercontent.com/a-/AOh14GjQLYpINj6NayayQV6McbfjKUVoTEiB21GG4E8caw,It is truly disappointing that to access your app i have to login through email..or gmail/facebook.,2,0,4.15.9.12,30/10/2020 05:34,"The app is account-based for years now, in order to sync and save all tasks on our servers - making sure that all information is available 24/7 across all platforms. For further assistance, feel free to contact us- https://www.any.do/contact_form",01/11/2020 09:28,most_relevant,com.anydo
gp:AOqpTOEIe_bStXG-wpb6DyqCi_KvqAw6SJPPtG1knQzHMXZmdijJtop_QggHyjT9RWoiVtyGGe7_EfDJo9baWg,Madeleine Rose,https://play-lh.googleusercontent.com/a-/AOh14GjGZDSZqdskwVrd9U3DjO-t4vr6iH8OiFRJVwpF-Q,"I find the app inflexible and buggy, with a counter intuitive UI. How to delete or rename tags was not obvious. Using the back button would often exit the app at unusual times. After adding a new tag the app wouldn't allow me to do anything until I exited and restarted. Plus, the premium features seem more like essential features, to me. Looking for an alternative app as we speak.",2,1,,09/05/2019 21:13,"We are sorry you feel this way, Rose! You are welcome to check out our Help Center (https://bit.ly/2sO10ft) Youtube channel (https://bit.ly/2HeafzE) and blog (blog.any.do) for any questions. Also, feel free to reach out at customers@any.do :)",12/05/2019 08:06,most_relevant,com.anydo
gp:AOqpTOE8OH_jkIj7e4sZKO4VNg0dA5Eyzmidvqo0-x64TewdRC_I-j3wCoHImbw31AZCJDly7L7IfPJHJDTsxA,J M,https://play-lh.googleusercontent.com/a-/AOh14GgebFXc3IH4hf57uva6WZ84vqdTc7oXpvRo-jaJQw,"The app would work great; if it only reminded you when you wanted it too... What I mean is, it would certainly remind me of my scheduled tasks. That great! But, it would also randomly interrupt me to ""plan my day"". If I didn't add something to my schedule, then I dont need a reminder. So stop fracking interrupting my daily phone use at random times, and sending me false notifications.",2,0,,25/09/2018 16:06,,,most_relevant,com.anydo
gp:AOqpTOGw0VrGVeZ78hzB0zxPdymec7zOtXX7kBBxfU-4o0HScut7mImmNQJ6WvEvi1v0Be0xI0-E67zqkQe-SQ,Nadia Aprilia,https://play-lh.googleusercontent.com/a-/AOh14GjMF7vsVJLYBI2LK9SwDPe2J5Lm4TIJmEjtr_7Z,"Widget not working. Everytime i checked the next or previous month it'd be lagging and later it was just blank. Love the app but i really need the widget, sorry.",2,0,,30/09/2020 15:43,"We are unaware of any issues with the widget, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",01/10/2020 08:36,most_relevant,com.anydo
gp:AOqpTOGttRuOm4LmjEziEA8yDAMmLKx8EDxXUwEaKhWp8iETvjybFWph1qQJHG0cmJPcWEG5RK3Xj-VkzRMFEg,Anton Slavik,https://play-lh.googleusercontent.com/a-/AOh14Gg3UY7BVRiqna53plaKxmchw_GNHyS-fG6szJAdTA,"This is a nicely made app and premium is cheap, but one critical flaw is the reminder sound runs through the ringtone channel instead of the alarm channel, or even the media channel. So unless you enjoy hearing every single notification go off on your phone or your ears are super sensitive to vibrations from across the room this app is not fit for purpose. A shame I just pooched my free trial now",2,8,4.14.0.4,03/02/2019 11:05,"Like many apps, we use device notifications for the reminders :) However, if you do not wish to have this sound, you may still stay on top of your tasks via the widget/ the quick-add curtain bar or the push and pop up notifications. There are many ways to keep productive with Any.do :)",05/02/2019 14:40,most_relevant,com.anydo
gp:AOqpTOHC4EGM7TYhapjJorAtVJtjF6IsRegzMUPeK4BBpwdZvzdKH4eqkbWW7aW2II6Jl_iFX7MgeOiP3bUpHA,Mike Schindler,https://play-lh.googleusercontent.com/-c-wWnCqxoXw/AAAAAAAAAAI/AAAAAAAAFOw/AMZuucn2TURjdEiT2hl1Oj1hnA46o3Wr7Q/photo.jpg,Adds no useful enhancement whatsoever to Alexa lists in the free version.,2,0,,29/12/2020 23:29,"Hi Mike, the Alexa integration is available for both standard and Premium users, and you are welcome to learn more about it here - support.any.do/alexa-skill/. For any questions or assistance, please contact us at https://www.any.do/contact_form and we will be happy to help!",31/12/2020 20:15,most_relevant,com.anydo
gp:AOqpTOHllAsF_oJxYEkA6A1a6A0Or2QCly2mFtwAiPkUESH2Ks3Sw-9eiDQlfaU__0zESTIeqZpKnEmDmaAkcw,Aditya Shah,https://play-lh.googleusercontent.com/-t4gKLQxCRoY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmp8UeZGcRPHaBm_CKuKizF0geJrA/photo.jpg,"The notification bar does not work. The ""Add Task"" option appears, I enter the task and click on the icon, there's just a progress spinner. The ""Close"" icon does not dismiss the notification bar either. How inconvenient. Had this issue in Oreo too. Right now I am on Nougat. Also the animations inside the app are slow. The icon where you tap to 'tick' the task is very small.",2,29,4.10.6.1,15/11/2018 14:21,,,most_relevant,com.anydo
gp:AOqpTOFl52PYKfvdez2ofSO0OAikfDLeGf0q-JP1eLdejASrVJ42NCmf6kFSzeuJCNXRIcIjKnV8nU3nqdq67w,Duncan W,https://play-lh.googleusercontent.com/a-/AOh14GjgLGg7dpTyi1lxNy2o3VIjLDvXbe5MnGzMd3UxHg,"I was willing to give this a try to see if it suits my needs. Seemed ok, with limited use so far. The only thing more annoying than constant notifications from apps is at 9am when my phone vibrates and Any.Do takes over the whole screen and asks me to plan my day. I don't need it taking over things, i will plan when i want. Are you seriously doing this? It is the equivalent of a browser popup and very annoying.",2,24,4.16.3.6,05/01/2020 23:05,,,most_relevant,com.anydo
gp:AOqpTOEBQXmFPdoxcs_nuQqlk9Gl7AuQf12MikXhbc5pSaZWI2I2eGgOkyWs5WdQJY8RBQx389SrP7c4F94fnw,Winyela Ceta,https://play-lh.googleusercontent.com/a-/AOh14GilnXMOSggGBbftLLceYW-9emBdljkY_7SRZhLz,"Buggy interface. The grocery list feature is fine but the schedule is terrible. It kept changing event details after I saved. I had to go back in and turn off alarms for previously saved events (that I had alarms off). And it would NOT let me create an all day event that was only scheduled one day. No matter how many times I changed the dates it kept including the day before in my ""all day"" event. And then when I would try to edit it, it would change completely to two days before. What a mess.",2,30,5.0.0.11,13/05/2020 13:03,"We are not aware of any issues with editing the calendar, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",14/05/2020 08:33,most_relevant,com.anydo
gp:AOqpTOGze7A3sTizzsuuVQ8u089-IyQUtk7vn-ZBPw150pEPZWRD-FfhVkXVYpBhfAefJk4IapjUMwN6leCQdw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I really liked the app for its simplicity. That changed tremendously with the recent updates. For example, it now takes me 10 clicks to postpone a single task! People use To Do apps to improve their efficiency, but this app isn't efficient anymore at all. I hope the simplicity comes back with future updates...",2,4,4.10.5.2,25/10/2018 23:00,,,most_relevant,com.anydo
gp:AOqpTOG5wHu7goBZuWQpoCpKBrszY1seWdaK2FKQOHtbe7UXPhv-blHizMk6eU00CWNBJzOuebab0K8gjwG4rA,Dante Cross,https://play-lh.googleusercontent.com/a-/AOh14GivpXNNQ78DPVEogNg5qbrGqXM9f05vplScz82zww,"Frustrated that all the useful features are only for premium. not complaining that they are set up that way, but that they dont let you know until you are set up. Also its calendar wont work unless you import an external calendar? defeats the purpose of having a separate calendar. without premium its identical to a hundred other free apps.",2,0,,03/01/2019 21:52,"We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. You can use Any.do for free for as long as you like. You are also correct about the calendar. It is capable of syncing and displaying all external calendar that you save to your device.",07/01/2019 12:02,most_relevant,com.anydo
gp:AOqpTOFxBj04eDbdfG0DUmc4Ks9eHLQNmaqc1DAwOJyqEvQIGeZSl5A7FtpMUabiICILSZTSdcPXyUCqysBg1g,Angela Morlin,https://play-lh.googleusercontent.com/a-/AOh14Gh2ObcQHmRviGAuxbXQeB7lBQFAs6jU19C77KGl,"I used to depend on this app to basically run my life, until I installed the latest (as of Mar 19) update. Now it doesn't sync properly with my smartwatch -- ticking tasks off on my watch no longer marks them complete on my phone. Also, the widget is broken now, and doesn't reflect changes I've made unless I restart my phone. I sent a support request to the help team, but have gotten total radio silence. If they don't fix it, I'm cancelling my subscription. Right now it's not worth paying for.",2,45,4.15.0.10,06/03/2019 23:18,Our team replies to standard queries within 48 hours and Premium queries within 24 hours during business days. During weekends this may take a bit longer though rest assured that they will reach out as soon as possible to help you resolve this! :),08/03/2019 13:59,most_relevant,com.anydo
gp:AOqpTOHz6Vrg5Ld7gOFuXX5nCL1ZeX7i1KgKxnVEeBXvC9H1Jw40h7MtvDGnqMaaicz4mgYZsxNJqNY7BLmT-w,Martu MÃµmmi,https://play-lh.googleusercontent.com/a-/AOh14GhO6X_Vkvsv4TIPp11P-BF6mgdppDBXe706_Sx8QQ,"It constantly crashes and misses a lot of functionality. Hard to use and annoys with some popups that can be discarded only by closing app and then opening it again and permanent noticfaction that CAN'T be disabled. Payd 30 euro for this and used for month before it got so annoying that I started to look for another app. Fortunately I found one - Todoist. It's unbelievable how much better that is. Also there is version of todoist for PC, for your smart watch and even as browser extension which allows you to easily set a certain web page as task. And all these are synced.",2,0,,20/10/2018 06:54,"Any notification we offer can be disabled in your app settings. In addition, Any.do has a web version, smart watch integration, and a Chrome extension that can add web pages as tasks :) Regarding the crashes: We recommend you submit a bug report via Settings - Support in your app, so we can help resolve this for you ASAP.",21/10/2018 11:25,most_relevant,com.anydo
gp:AOqpTOHxmuXcJyRlHgIBF_pdM01C_4btTx_O9D9dx-mu62EMRmp6crT46ehNtElNyiBLhijJCbIBE8LhRUW5YA,David Larence,https://play-lh.googleusercontent.com/a-/AOh14GiIF9gA3XZ3S4FASnWm8ExySrR0cGnXmj583Y-3gg,"The concept is good but the execution lacks. There are constant issues with server sync, and since the server side has priority, updates I make on the phone regularly get wiped out. Every so often the app will prompt me to log in again when I open it...this time it just kicked me out while I was actively using it and updating a list, made me log in again, and didn't keep anything I had already done! My wife already gave up on it and I will probably look elsewhere too",2,129,4.15.5.4,21/08/2019 01:30,"This is very odd! We highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",22/08/2019 09:18,most_relevant,com.anydo
gp:AOqpTOEBNPjfedwhXyxc66K1tWiFc79lk7K94ZU0vesz-desJMdfXgaN86ExPAhbnv2LI7-At9pSonPPunwvKg,Christopher Thomson,https://play-lh.googleusercontent.com/a-/AOh14GgaOYh0GB-4OZCyhckkmsUMbQK8COby1Msc-rGnxw,"The grocery list is not syncing properly and is missing items that my wife added on her phone. This has caused issues for us where I've missed items when shopping. This is particularly bad considering the current quarantine and the fact that I have to queue up to get into the shop in the first place. I've tested and when I add the item ""snacks"" on my wife's phone they don't appear on my grocery list. I can not recommend this app currently because of this.",2,45,5.0.0.11,07/05/2020 12:59,"We are unaware of any issues with sharing lists, so that's odd. Please make sure that you are sharing the list according to the instructions on our Help Center here- https://support.any.do/sharing-lists-and-tasks/. If you're still experiencing issues, please submit a bug via Settings - Support, we will be happy to look into this for you :)",10/05/2020 08:38,most_relevant,com.anydo
gp:AOqpTOH8Pj3I0Qb5jcI9IPRZMdTrU0wgn2VXpkULvRbY3JMQqLAqIP3odOp70K5F5v-Oi8-QAXyP0TlcGID29Q,Alisa Vysotina,https://play-lh.googleusercontent.com/a-/AOh14GhyjQ6juy_8W610WsjGQ6CuY1Lpxmnfprk7MOfd,"Deleted review accidentally. 1. I create habit type tasks: the ones that repeat regularly. I don't even dream to have a habit/statistical section, but THERE HAS TO BE A WAY TO SKIP OR FAIL THE REPEATABLE TASK. Now I only can delete it, but is is not representative way. 2. There has to be a way to exclude a list from the ""all tasks"" list. For example I have list with books to read and films to watch. A lot of tasks, that look bad in the ""all tasks"" list, I loose real important ""no date"" tasks because of it. You redirect me to your uservoice, but according to it excluding list from ""all tasks"" list has been ""in roadmap"" for 2 years, don't think you really care and your uservoice makes any difference. I know that adding habit tracker might be a heavy feature, but failing the task, or skipping it? Hell no. As well as excluding lists feature, it's also an easy one. But two years? Meh. Just don't pretend you care, be straightforward, like, 'we won't do it in the nearest future, not in our plans'.",2,0,,09/07/2019 13:26,"When you get a reminder, you have options other than deleting it. You can snooze it or change its due date. You cannot exclude lists from all tasks by you can filter by list and minimize the ones you don't want. We are constantly working on updates, but we do it according to our own roadmap - we reserve the right to work on what's highest priority.",10/07/2019 12:50,most_relevant,com.anydo
gp:AOqpTOFAPszag_6Qvb7tGfWG2Mfbi8V8hh6tt-LPCmfuJq07eI9horzR0MzGovSI_tFaRxL1w498FspWK37FqQ,David Patterson,https://play-lh.googleusercontent.com/-Cux-6qBtTLQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckE0w3zPMvZgxl6eo4tpVWEkAzC9w/photo.jpg,"I was about to jump wholeheartedly into using this app (its integration with Google Calendar being exactly what I'm looking for) but now I see that it has no search feature on Android. Worse still, Android Search has been on their roadmap since 2015 and it's still not done. 2015!?! In the meantime other apps can build smart lists it out of tags, status and free text. Seriously behind the curve, guys.",2,24,4.16.2.7,03/01/2020 13:11,,,most_relevant,com.anydo
gp:AOqpTOEWKJv3T5FoqAQ1jMNySYFBRngrREw8iwyBrzybR1D42cNLedwyQZWMPOMHu4JjeSzmA-bhL12ZHJJ9-w,Josh Hartwell,https://play-lh.googleusercontent.com/a-/AOh14GiFj_c-sPFzc_M1dyGtXKeRyYcxsmqZzZHodssZ_Q,"Can't clean up old Alexa lists! We use this purely for the Alexa shopping list integration. However, early on it was very buggy, so we had to relink our Alexa account a number of times. And now we have like 4 or 5 old ""Alexa shopping list""s that we cannot delete! ""Alexa lists can not be modified with Any.do. You can do it from the Alexa app""... No, I can not, because it only deletes the working one!",2,14,4.15.9.12,27/11/2019 18:44,"Hi Josh, please note that you can disable the sync between specific lists in the Alexa integration settings via settings =&gt; 'Integrations' =&gt; 'Amazon Alexa Sync', after you disable these lists you can delete them from Any.do. If you need any further help with this, please contact us at Customers@any.do",01/12/2019 09:41,most_relevant,com.anydo
gp:AOqpTOG7Jh4YqyhDjHZP-BY9uQzaOl6UUmX2XNkLwHh5y8O5Y67kd3tyjiIi57EDAd17KLZu7-rLzGPIooE6mQ,Frosti80,https://play-lh.googleusercontent.com/a-/AOh14GjsMIusFPigO2tjM3brMNsK5yZwW-nYDQ89i-NcnQ,"Nawww, sorry your yearly subscription price scared me off. By the time I've subscribed to every app I consider helpful I'm spending waaay too much. I would have liked it but I have other much more important bills to pay. The low stars is due to the price and there's no point in coming back to justify it because it'll still be too much for me. Edit: I know that I can use it for free, but then I'd still have to put up with ads. Surprisingly I don't like ads. I still consider your sub too much.",2,2,4.15.3.4,05/06/2019 13:40,"You should only receive a pop-up about Premium if you try to use a Premium exclusive feature, plus one time when you first log in. If you are seeing it more than this, please submit a bug report in your app via Settings - Support so we can look into this for you.",10/06/2019 13:49,most_relevant,com.anydo
gp:AOqpTOHQMxj61Se86vUyPz9Bh1npZKfeVhICNudlwU7YyzeZboYXXukDwEsulKpO2V6RP2IPAXQ_02alvUxfug,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hard-to-read interface. Tiny font makes it such a strain. No contrast option available either, as far as I can tell. Reminder times are displayed in an even more unfriendly font. Not everyone has perfect vision. Disappointed that the creators of this app haven't thought this through.",2,0,,22/01/2019 12:51,,,most_relevant,com.anydo
